UtteranceDataType,utterance,intent,agent_id,background_skill_id
GOLDEN_SET,are there any activities today,CalendarEventInfoIntent,,
GOLDEN_SET,are there any activities tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,are there any events today,CalendarEventInfoIntent,,
GOLDEN_SET,are there any events tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,are there any programs today,CalendarEventInfoIntent,,
GOLDEN_SET,are there any programs tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on friday,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on monday,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on saturday,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on sunday,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on thursday,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on tuesday,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on wednesday,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are today,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities on friday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities on monday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities on saturday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities on sunday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities on thursday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities on tuesday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities on wednesday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities today,CalendarEventInfoIntent,,
GOLDEN_SET,what are the activities tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events friday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events monday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events saturday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events sunday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events thursday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events today,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events tuesday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the events wednesday,CalendarEventInfoIntent,,
GOLDEN_SET,what are the programs today,CalendarEventInfoIntent,,
GOLDEN_SET,what are the programs tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what are today's activities,CalendarEventInfoIntent,,
GOLDEN_SET,what are today's events,CalendarEventInfoIntent,,
GOLDEN_SET,what are today's programs,CalendarEventInfoIntent,,
GOLDEN_SET,what are tomorrow's activities,CalendarEventInfoIntent,,
GOLDEN_SET,what are tomorrow's events,CalendarEventInfoIntent,,
GOLDEN_SET,what are tomorrow's programs,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on friday,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on monday,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on saturday,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on sunday,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on thursday,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on tuesday,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on wednesday,CalendarEventInfoIntent,,
GOLDEN_SET,what events are today,CalendarEventInfoIntent,,
GOLDEN_SET,what events are tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what is going on today,CalendarEventInfoIntent,,
GOLDEN_SET,what is going on tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what is happening today,CalendarEventInfoIntent,,
GOLDEN_SET,what is happening tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what is on the calendar for today,CalendarEventInfoIntent,,
GOLDEN_SET,what is on the calendar for tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what is on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what is on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what kind of stuff is on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what kind of stuff is on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what kind of things are on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what kind of things are on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what programs are on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what programs are on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what programs are today,CalendarEventInfoIntent,,
GOLDEN_SET,what programs are tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what stuff is on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what stuff is on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on friday,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on monday,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on saturday,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on sunday,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on thursday,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on tuesday,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on wednesday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening on friday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening on monday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening on saturday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening on sunday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening on thursday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening on tuesday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening on wednesday,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening today,CalendarEventInfoIntent,,
GOLDEN_SET,what's happening today,CalendarEventInfoIntent,,
GOLDEN_SET,whats happening tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what's happening tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what's on the calendar for today,CalendarEventInfoIntent,,
GOLDEN_SET,what's on the calendar for tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,what's on the calendar today,CalendarEventInfoIntent,,
GOLDEN_SET,what's on the calendar tomorrow,CalendarEventInfoIntent,,
GOLDEN_SET,are there any activities,CalendarEventInfoIntent,,
GOLDEN_SET,are there any events,CalendarEventInfoIntent,,
GOLDEN_SET,are there any programs,CalendarEventInfoIntent,,
GOLDEN_SET,what activities are on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,what events are on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,what is going on,CalendarEventInfoIntent,,
GOLDEN_SET,what is happening,CalendarEventInfoIntent,,
GOLDEN_SET,what is on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,what kind of stuff is on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,what kind of things are on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,what programs are on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,what stuff is on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,what's going on,CalendarEventInfoIntent,,
GOLDEN_SET,what's happening,CalendarEventInfoIntent,,
GOLDEN_SET,what's on the calendar,CalendarEventInfoIntent,,
GOLDEN_SET,breakfast today,MenuInfoIntent,,
GOLDEN_SET,breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,dinner today,MenuInfoIntent,,
GOLDEN_SET,dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,lunch today,MenuInfoIntent,,
GOLDEN_SET,lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,tell me today's specials,MenuInfoIntent,,
GOLDEN_SET,what are the chef specials today,MenuInfoIntent,,
GOLDEN_SET,what are the desserts for dinner today,MenuInfoIntent,,
GOLDEN_SET,what are the desserts for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the entrees for breakfast today,MenuInfoIntent,,
GOLDEN_SET,what are the entrees for breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the entrees for dinner today,MenuInfoIntent,,
GOLDEN_SET,what are the entrees for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the entrees for lunch today,MenuInfoIntent,,
GOLDEN_SET,what are the entrees for lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the salads for breakfast today,MenuInfoIntent,,
GOLDEN_SET,what are the salads for breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the salads for dinner today,MenuInfoIntent,,
GOLDEN_SET,what are the salads for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the salads for lunch today,MenuInfoIntent,,
GOLDEN_SET,what are the salads for lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the sides for breakfast today,MenuInfoIntent,,
GOLDEN_SET,what are the sides for breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the sides for dinner today,MenuInfoIntent,,
GOLDEN_SET,what are the sides for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the sides for lunch today,MenuInfoIntent,,
GOLDEN_SET,what are the sides for lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the soups for breakfast today,MenuInfoIntent,,
GOLDEN_SET,what are the soups for breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the soups for dinner today,MenuInfoIntent,,
GOLDEN_SET,what are the soups for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the soups for lunch today,MenuInfoIntent,,
GOLDEN_SET,what are the soups for lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the starters for breakfast today,MenuInfoIntent,,
GOLDEN_SET,what are the starters for breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the starters for dinner today,MenuInfoIntent,,
GOLDEN_SET,what are the starters for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what are the starters for lunch today,MenuInfoIntent,,
GOLDEN_SET,what are the starters for lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's for breakfast today,MenuInfoIntent,,
GOLDEN_SET,what's for breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's for dinner today,MenuInfoIntent,,
GOLDEN_SET,what's for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's for lunch today,MenuInfoIntent,,
GOLDEN_SET,what's for lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's on the breakfast menu today,MenuInfoIntent,,
GOLDEN_SET,what's on the breakfast menu tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's on the dinner menu today,MenuInfoIntent,,
GOLDEN_SET,what's on the dinner menu tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's on the lunch menu today,MenuInfoIntent,,
GOLDEN_SET,what's on the lunch menu tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for breakfast today,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for breakfast tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for dinner today,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for dinner tomorrow,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for lunch today,MenuInfoIntent,,
GOLDEN_SET,what's on the menu for lunch tomorrow,MenuInfoIntent,,
GOLDEN_SET,check my blood pressure,BloodPressureIntent,,
GOLDEN_SET,check my pressure,BloodPressureIntent,,
GOLDEN_SET,i need my blood pressure checked,BloodPressureIntent,,
GOLDEN_SET,take blood pressure,BloodPressureIntent,,
GOLDEN_SET,take my blood pressure,BloodPressureIntent,,
GOLDEN_SET,what is my blood pressure,BloodPressureIntent,,
GOLDEN_SET,help i fell,HelpFallIntent,,
GOLDEN_SET,help i fell down,HelpFallIntent,,
GOLDEN_SET,help i've fallen,HelpFallIntent,,
GOLDEN_SET,i fell,HelpFallIntent,,
GOLDEN_SET,i fell and i can't get up,HelpFallIntent,,
GOLDEN_SET,i fell down,HelpFallIntent,,
GOLDEN_SET,i fell to the ground,HelpFallIntent,,
GOLDEN_SET,i tripped,HelpFallIntent,,
GOLDEN_SET,i'm stuck,HelpFallIntent,,
GOLDEN_SET,i've fallen,HelpFallIntent,,
GOLDEN_SET,ask for help,HelpGeneralIntent,,
GOLDEN_SET,can someone help me,HelpGeneralIntent,,
GOLDEN_SET,could you help me,HelpGeneralIntent,,
GOLDEN_SET,help,HelpGeneralIntent,,
GOLDEN_SET,i need assistance,HelpGeneralIntent,,
GOLDEN_SET,i need help,HelpGeneralIntent,,
GOLDEN_SET,i need help now,HelpGeneralIntent,,
GOLDEN_SET,i need something for me,HelpGeneralIntent,,
GOLDEN_SET,i want help,HelpGeneralIntent,,
GOLDEN_SET,i've had an accident,HelpGeneralIntent,,
GOLDEN_SET,please help me get dressed,HelpGeneralIntent,,
GOLDEN_SET,will you help me,HelpGeneralIntent,,
GOLDEN_SET,a light is burned out,MaintenanceIntent,,
GOLDEN_SET,a light is burnt out,MaintenanceIntent,,
GOLDEN_SET,i don't have hot water,MaintenanceIntent,,
GOLDEN_SET,i have ants in the cabinets,MaintenanceIntent,,
GOLDEN_SET,i have ants in the kitchen,MaintenanceIntent,,
GOLDEN_SET,i need a light bulb,MaintenanceIntent,,
GOLDEN_SET,i need a light bulb replaced,MaintenanceIntent,,
GOLDEN_SET,i need a new air filter,MaintenanceIntent,,
GOLDEN_SET,i need a new t. v.,MaintenanceIntent,,
GOLDEN_SET,i need a new television,MaintenanceIntent,,
GOLDEN_SET,i need help with my t. v.,MaintenanceIntent,,
GOLDEN_SET,i need light bulbs,MaintenanceIntent,,
GOLDEN_SET,i need more light bulbs,MaintenanceIntent,,
GOLDEN_SET,i need the air filter replaced,MaintenanceIntent,,
GOLDEN_SET,i want a new air filter,MaintenanceIntent,,
GOLDEN_SET,i want the air filter replaced,MaintenanceIntent,,
GOLDEN_SET,my a. c. is broken,MaintenanceIntent,,
GOLDEN_SET,my air conditioner is broken,MaintenanceIntent,,
GOLDEN_SET,my air conditioner isn't working,MaintenanceIntent,,
GOLDEN_SET,my fridge is broken,MaintenanceIntent,,
GOLDEN_SET,my fridge isn't working,MaintenanceIntent,,
GOLDEN_SET,my heat is broken,MaintenanceIntent,,
GOLDEN_SET,my heat isn't working,MaintenanceIntent,,
GOLDEN_SET,my heater is broken,MaintenanceIntent,,
GOLDEN_SET,my heater isn't working,MaintenanceIntent,,
GOLDEN_SET,my microwave is broken,MaintenanceIntent,,
GOLDEN_SET,my microwave isn't working,MaintenanceIntent,,
GOLDEN_SET,my pendant is broken,MaintenanceIntent,,
GOLDEN_SET,my pendant is not working,MaintenanceIntent,,
GOLDEN_SET,my pendant isn't working,MaintenanceIntent,,
GOLDEN_SET,my pull cord is broken,MaintenanceIntent,,
GOLDEN_SET,my pull cord isn't working,MaintenanceIntent,,
GOLDEN_SET,my sink is clogged,MaintenanceIntent,,
GOLDEN_SET,my smoke alarm is beeping,MaintenanceIntent,,
GOLDEN_SET,my smoke alarm is going off,MaintenanceIntent,,
GOLDEN_SET,my t. v. doesn't work,MaintenanceIntent,,
GOLDEN_SET,my t. v. is broken,MaintenanceIntent,,
GOLDEN_SET,my t. v. is not working,MaintenanceIntent,,
GOLDEN_SET,my t. v. isn't working,MaintenanceIntent,,
GOLDEN_SET,my t. v. won't turn on,MaintenanceIntent,,
GOLDEN_SET,my television is broken,MaintenanceIntent,,
GOLDEN_SET,my thermostat is broken,MaintenanceIntent,,
GOLDEN_SET,my toilet is broken,MaintenanceIntent,,
GOLDEN_SET,my toilet is clogged,MaintenanceIntent,,
GOLDEN_SET,my toilet is running,MaintenanceIntent,,
GOLDEN_SET,my toilet isn't working,MaintenanceIntent,,
GOLDEN_SET,pendant not working,MaintenanceIntent,,
GOLDEN_SET,pull cord is broken,MaintenanceIntent,,
GOLDEN_SET,pull cord is not working,MaintenanceIntent,,
GOLDEN_SET,the a. c. is broken,MaintenanceIntent,,
GOLDEN_SET,the air conditioner is broken,MaintenanceIntent,,
GOLDEN_SET,the air conditioner isn't working,MaintenanceIntent,,
GOLDEN_SET,the fridge is broken,MaintenanceIntent,,
GOLDEN_SET,the fridge isn't working,MaintenanceIntent,,
GOLDEN_SET,the heat is broken,MaintenanceIntent,,
GOLDEN_SET,the heat isn't working,MaintenanceIntent,,
GOLDEN_SET,the heater is broken,MaintenanceIntent,,
GOLDEN_SET,the heater isn't working,MaintenanceIntent,,
GOLDEN_SET,the hot water is broken,MaintenanceIntent,,
GOLDEN_SET,the hot water isn't working,MaintenanceIntent,,
GOLDEN_SET,the microwave is broken,MaintenanceIntent,,
GOLDEN_SET,the microwave isn't working,MaintenanceIntent,,
GOLDEN_SET,the phone isn't working,MaintenanceIntent,,
GOLDEN_SET,the pull cord is broken,MaintenanceIntent,,
GOLDEN_SET,the pull cord isn't working,MaintenanceIntent,,
GOLDEN_SET,the sink is clogged,MaintenanceIntent,,
GOLDEN_SET,the smoke alarm is beeping,MaintenanceIntent,,
GOLDEN_SET,the smoke alarm is going off,MaintenanceIntent,,
GOLDEN_SET,the t. v. is broken,MaintenanceIntent,,
GOLDEN_SET,the t. v. isn't working,MaintenanceIntent,,
GOLDEN_SET,the television is broken,MaintenanceIntent,,
GOLDEN_SET,the television isn't working,MaintenanceIntent,,
GOLDEN_SET,there are ants in the cabinets,MaintenanceIntent,,
GOLDEN_SET,there are ants in the kitchen,MaintenanceIntent,,
GOLDEN_SET,there is a water leak,MaintenanceIntent,,
GOLDEN_SET,there is no hot water,MaintenanceIntent,,
GOLDEN_SET,water is leaking,MaintenanceIntent,,
GOLDEN_SET,a medicine,MedicationIntent,,
GOLDEN_SET,a pain pill,MedicationIntent,,
GOLDEN_SET,any pain medication,MedicationIntent,,
GOLDEN_SET,any pain medicine,MedicationIntent,,
GOLDEN_SET,bring me medication,MedicationIntent,,
GOLDEN_SET,bring me my medication,MedicationIntent,,
GOLDEN_SET,bring me my pain medicine,MedicationIntent,,
GOLDEN_SET,bring me pain medication,MedicationIntent,,
GOLDEN_SET,bring me pain medicine,MedicationIntent,,
GOLDEN_SET,bring me pain meds,MedicationIntent,,
GOLDEN_SET,bring my medication,MedicationIntent,,
GOLDEN_SET,bring my meds,MedicationIntent,,
GOLDEN_SET,bring my pain medicine,MedicationIntent,,
GOLDEN_SET,bring pain medication,MedicationIntent,,
GOLDEN_SET,bring pain medicine,MedicationIntent,,
GOLDEN_SET,bring the pain medication,MedicationIntent,,
GOLDEN_SET,give me pain medication,MedicationIntent,,
GOLDEN_SET,give me pain medicine,MedicationIntent,,
GOLDEN_SET,i need a pain medication,MedicationIntent,,
GOLDEN_SET,i need a pain pill,MedicationIntent,,
GOLDEN_SET,i need advil,MedicationIntent,,
GOLDEN_SET,i need aleve,MedicationIntent,,
GOLDEN_SET,i need aspirin,MedicationIntent,,
GOLDEN_SET,i need benadryl,MedicationIntent,,
GOLDEN_SET,i need cough suppressant,MedicationIntent,,
GOLDEN_SET,i need cough syrup,MedicationIntent,,
GOLDEN_SET,i need gasx,MedicationIntent,,
GOLDEN_SET,i need ibuprofen,MedicationIntent,,
GOLDEN_SET,i need medication,MedicationIntent,,
GOLDEN_SET,i need medicine,MedicationIntent,,
GOLDEN_SET,i need meds,MedicationIntent,,
GOLDEN_SET,i need more medication,MedicationIntent,,
